delivery_id,origin_lat,origin_lon,dest_lat,dest_lon,delivery_timestamp,weather_condition,traffic_condition,actual_delivery_time
213,40.75412665786761,-73.9037007996141,40.76851343098745,-73.98895681365889,2025-01-13 19:16:30.777421,801,heavy,33.66527827004483
214,40.73418721660387,-73.93673781068661,40.728918744629595,-73.96901931246775,2025-01-21 08:56:30.777421,600,normal,34.98182503119989
215,40.793202810551,-73.98974902720093,40.724995694639766,-73.94849943402903,2024-12-31 18:01:30.777421,801,heavy,62.64432097903387
216,40.79372284872364,-73.93121142776992,40.75355538148797,-73.96431140248289,2024-12-25 20:21:30.777421,800,heavy,38.42915482364786
217,40.70678370591052,-73.96990364330532,40.735378915873646,-73.9171444402094,2024-12-25 00:44:30.777421,800,light,26.918077403944807
218,40.77081720886453,-73.99326493985312,40.77892928483197,-73.96922041683193,2025-01-05 11:37:30.777421,801,normal,42.34059715834827
219,40.75821704601763,-73.9654116943047,40.791378844387324,-73.90471849829976,2024-12-29 20:30:30.777421,500,heavy,30.958568938260797
220,40.76209155177675,-73.99542579661875,40.732674254203005,-73.9645575051207,2025-01-06 06:30:30.777421,600,heavy,74.82558489163495
221,40.78715368061523,-73.90265110308226,40.7505634153422,-73.90588791874664,2025-01-05 13:33:30.777421,800,normal,33.24471803129636
222,40.79688778552857,-73.92503481682571,40.78763194331423,-73.98974320374164,2024-12-27 19:49:30.777421,800,heavy,53.48278096653127
223,40.713008624013064,-73.92417368040711,40.739273074327144,-73.94466288102502,2025-01-08 20:28:30.777421,800,normal,24.092384191676864
224,40.70245869164588,-73.9977876448471,40.75031324725516,-73.98061369320631,2025-01-17 05:43:30.777421,800,normal,37.256273284773066
225,40.732361021914954,-73.95113568095954,40.78588167711681,-73.93230592170032,2024-12-31 13:01:30.777421,800,light,21.04234227358924
226,40.77704074178078,-73.93167046233935,40.78379083748518,-73.91412357206505,2025-01-18 20:54:30.777421,800,light,28.219111257106626
227,40.74459027063767,-73.97263733337184,40.774835585366574,-73.95607893987503,2024-12-25 01:52:30.777421,801,light,26.24150744268047
228,40.79971245001577,-73.9573818697764,40.76105467550154,-73.98396345938802,2024-12-29 11:45:30.777421,800,normal,33.853844032175694
229,40.74513870243297,-73.98363761788083,40.76736454174749,-73.98207467442607,2024-12-29 11:10:30.777421,500,heavy,50.81050113976328
230,40.77948095487499,-73.93063177742185,40.76939495905101,-73.9770401839246,2025-01-20 04:14:30.777421,801,normal,22.883291286972995
231,40.72207696127888,-73.99176189543842,40.71175513001502,-73.98347155098571,2025-01-08 01:08:30.777421,500,normal,17.27673586233722
232,40.76804993020747,-73.93454887857189,40.70019921352191,-73.92812603821466,2025-01-07 00:35:30.777421,800,normal,31.049577669917454
233,40.72732595269982,-73.90491364377496,40.77324010490584,-73.94850666500868,2025-01-13 20:56:30.777421,600,light,34.41758977421192
234,40.71510578917809,-73.95676651989574,40.71613628010554,-73.99164456624894,2025-01-04 09:16:30.777421,500,heavy,53.745055991930464
235,40.794361592016756,-73.95802726830739,40.701912896643734,-73.98342518230348,2025-01-14 09:35:30.777421,600,light,34.48707920493855
236,40.763852594766405,-73.96024056020373,40.78908555349831,-73.97584631582983,2025-01-10 07:49:30.777421,600,heavy,84.1898125185371
237,40.72742152023487,-73.90160223520402,40.735427132721725,-73.98946545155187,2025-01-21 23:26:30.777421,801,normal,34.26795420305568
238,40.740933400631505,-73.91059007963209,40.72223613047482,-73.94807754292198,2025-01-04 04:41:30.777421,500,light,26.65465090760321
239,40.72299546058911,-73.97868952959749,40.760775268309565,-73.97546476858338,2025-01-01 01:05:30.777421,800,normal,31.68681533173433
240,40.70311340828845,-73.93483331746242,40.70577321592251,-73.96089671308727,2024-12-25 05:59:30.777421,500,normal,33.42795121871216
241,40.736852634372376,-73.91356417501603,40.723420337092634,-73.97804460767702,2025-01-14 18:46:30.777421,800,normal,30.464651170569937
242,40.74732099066916,-73.90318065720854,40.79598628027134,-73.93836995140744,2025-01-19 08:21:30.777421,801,light,21.04308717616233
243,40.71855255157031,-73.91313768320444,40.75568784431721,-73.95842248964767,2025-01-07 08:42:30.777421,800,light,23.965659192561578
244,40.777659685279176,-73.9229078155356,40.74289443334302,-73.94590949961619,2025-01-13 13:25:30.777421,800,light,22.0885904158593
245,40.78447832281169,-73.9238976009057,40.76964298070361,-73.92978539038182,2024-12-28 19:08:30.777421,801,normal,26.824948560472265
246,40.762622032163144,-73.98687551223176,40.71716939077055,-73.94998872479233,2025-01-22 16:46:30.777421,500,normal,47.85441520843585
247,40.703252617949126,-73.90791521521844,40.74119580950341,-73.91294730337307,2024-12-28 23:10:30.777421,800,light,19.665058520239338
248,40.761665031452075,-73.92034627090239,40.76314189212184,-73.9467495933584,2025-01-22 10:32:30.777421,800,normal,30.034821117209688
249,40.74815223515125,-73.98826918110376,40.71153946421789,-73.93943621106766,2025-01-03 08:21:30.777421,801,heavy,40.01837813089457
250,40.71251857922026,-73.9314434712771,40.711720390568026,-73.96627934244343,2024-12-24 15:04:30.777421,800,light,25.1881578835195
251,40.74303058948995,-73.97994752732997,40.71428419648144,-73.93079263529756,2024-12-26 22:49:30.777421,801,normal,25.990881760420955
252,40.74915945467414,-73.99357910629249,40.72062521138362,-73.9608140626812,2024-12-28 04:45:30.777421,800,heavy,47.882497767548855
253,40.75819714019144,-73.9731006595565,40.78956747776188,-73.9795683616601,2025-01-01 06:53:30.777421,600,light,48.21693711815305
254,40.77975591006372,-73.96896380410764,40.75078050639588,-73.9580728338834,2025-01-13 04:09:30.777421,801,normal,28.382534195946317
255,40.74552201490818,-73.99883794600919,40.70181240410457,-73.92072418864272,2025-01-01 18:24:30.777421,800,light,28.867875450725286
256,40.70724468877946,-73.96075064435934,40.70690459063146,-73.9525744979023,2025-01-15 13:01:30.777421,800,normal,28.09060327802155
257,40.747993883471715,-73.93999794518807,40.756067829493894,-73.93715735433854,2024-12-27 16:09:30.777421,800,heavy,52.540537847532605
258,40.72916625787093,-73.93050181138734,40.768863162930785,-73.97467276164772,2025-01-22 06:35:30.777421,600,heavy,85.9792393540079
259,40.78601223971892,-73.92201490111067,40.70099787766585,-73.92765563376452,2024-12-25 14:27:30.777421,500,heavy,48.43687790164895
260,40.70396188253484,-73.95194930527423,40.75356565993476,-73.91638822967928,2025-01-19 11:10:30.777421,500,light,21.502722811705674
261,40.71049301784182,-73.97579549841375,40.782138836290066,-73.91566738322122,2025-01-04 06:32:30.777421,800,normal,34.74042193718045
262,40.79866625932671,-73.98575044570985,40.748509465997955,-73.96663716041631,2024-12-25 08:30:30.777421,800,light,24.897668831776468
263,40.74988881534514,-73.93818442656818,40.779155820259135,-73.95487058869708,2024-12-25 21:11:30.777421,800,normal,32.508955838888205
264,40.77024649705441,-73.94403513165132,40.71834421964034,-73.91450259804385,2025-01-07 15:47:30.777421,800,light,22.64061983262254
265,40.70097708474192,-73.9673538691756,40.78825598767723,-73.95336902438599,2025-01-01 03:19:30.777421,500,light,24.554434470428642
266,40.75177116433847,-73.99121335008552,40.70756997273098,-73.9612173910083,2024-12-25 19:39:30.777421,801,normal,39.38191499531836
267,40.735062693120916,-73.99667968912087,40.78035376594626,-73.90982259714538,2025-01-12 17:13:30.777421,500,normal,37.918739967336194
268,40.7078578497155,-73.96030767237984,40.72034727424976,-73.99330263879747,2025-01-10 00:06:30.777421,800,heavy,31.89510076071392
269,40.713271575404306,-73.94324591517385,40.78773504531328,-73.96105950610212,2025-01-19 12:57:30.777421,801,heavy,51.48893921866229
270,40.76894649691373,-73.9199413300891,40.754176096426754,-73.90319341879493,2025-01-09 00:38:30.777421,600,normal,48.646264484748755
271,40.720015024424484,-73.9832517417741,40.70665647279142,-73.93516819925479,2025-01-10 19:06:30.777421,801,normal,31.2108559162204
272,40.71045678403344,-73.93635697504564,40.70741054225749,-73.96245310715335,2025-01-07 14:45:30.777421,500,normal,45.71887940545393
273,40.77064757264869,-73.99684138551744,40.78038145451934,-73.95665277672444,2024-12-26 14:17:30.777421,800,heavy,37.67278786356915
274,40.79362122462437,-73.99480287163485,40.799718235390294,-73.94409407150535,2025-01-08 09:09:30.777421,800,normal,29.15506750922579
275,40.754129633530106,-73.92909394805491,40.732116215263595,-73.97798886740952,2025-01-16 10:16:30.777421,600,light,40.61188852780919
276,40.78709691237461,-73.92859130678676,40.73505205342862,-73.96274667262405,2025-01-07 07:50:30.777421,800,normal,30.38381475165361
277,40.78017280830698,-73.96605498074572,40.7068713677724,-73.96304258005732,2024-12-27 02:45:30.777421,800,light,18.462307382566255
278,40.78148251137465,-73.99198851536153,40.74642385197392,-73.92772622477612,2024-12-26 23:45:30.777421,500,normal,37.102796237960575
279,40.78948166560605,-73.94524076238463,40.76567294847216,-73.92912343447709,2025-01-21 22:24:30.777421,500,light,26.810928998566887
280,40.78172977699625,-73.95476817154817,40.70083636818769,-73.97823326004195,2025-01-21 04:08:30.777421,500,normal,41.141977469497576
281,40.76435776951965,-73.9473597339064,40.76616842883998,-73.95160106318203,2025-01-06 14:20:30.777421,800,light,24.60487337598056
282,40.773158952175535,-73.99183700179694,40.70053134756684,-73.91955053575683,2025-01-04 22:19:30.777421,800,normal,30.472538265236953
283,40.70603520839906,-73.97528967659899,40.77728095732903,-73.94515808370065,2024-12-28 14:43:30.777421,500,light,23.768394414148553
284,40.71595446801132,-73.91282164334079,40.70664633257763,-73.92334849504675,2025-01-02 19:23:30.777421,801,heavy,44.428805129062155
285,40.72192139873581,-73.9024134744181,40.75837135877313,-73.9218040022842,2024-12-26 05:06:30.777421,600,normal,52.2757582050949
286,40.73368957917711,-73.98178820843113,40.775174699239585,-73.91969979280422,2024-12-29 21:44:30.777421,801,heavy,40.22067014703144
287,40.77896985071425,-73.93412922244991,40.75180080664046,-73.98596754818065,2024-12-31 05:47:30.777421,600,light,35.804698661473715
288,40.74981957164531,-73.94446364490624,40.76711574733797,-73.9379526214948,2024-12-27 22:05:30.777421,500,normal,30.38132369010594
289,40.771920177827226,-73.97715452586687,40.77422531871991,-73.98301189939492,2025-01-06 12:48:30.777421,800,normal,24.080786794741655
290,40.799633391605674,-73.90252068378533,40.71949751999003,-73.91095904827807,2025-01-14 04:16:30.777421,500,normal,35.49084573006388
291,40.765032568634695,-73.98004575490708,40.77499777984521,-73.90917715112997,2025-01-15 07:02:30.777421,500,light,29.634245591411222
292,40.768022824243126,-73.99278015910208,40.77587153211639,-73.94028446940098,2025-01-20 11:00:30.777421,500,light,38.37054210831646
293,40.70306525022058,-73.97423171114887,40.765413273702784,-73.911087207606,2025-01-21 22:29:30.777421,800,normal,27.722698080768954
294,40.74626229567393,-73.91317274945916,40.75788067545119,-73.93676086756716,2024-12-27 17:10:30.777421,500,light,28.55918751535736
295,40.772716906976626,-73.92572934788001,40.715647671600365,-73.9526078779884,2025-01-13 01:14:30.777421,800,heavy,33.24948537420352
296,40.742549333444806,-73.9654065007453,40.77163971119581,-73.97290573016836,2025-01-12 00:33:30.777421,500,heavy,55.542816125218074
297,40.73710387629846,-73.9012350436264,40.72022541805246,-73.96861731917755,2025-01-21 03:14:30.777421,800,light,25.592379117413124
298,40.704010919141254,-73.91329685038777,40.72415006279928,-73.97850873629636,2024-12-30 01:57:30.777421,801,heavy,57.660639018224
299,40.75786754085724,-73.95613845808104,40.74248508428681,-73.90921614861165,2025-01-18 19:20:30.777421,800,light,28.446488606034837
300,40.77252576604151,-73.95133310585753,40.75070596467387,-73.98120796191847,2025-01-20 21:57:30.777421,800,normal,31.757033344211415
301,40.78734232380816,-73.90992981359888,40.70769716693809,-73.9303843854862,2024-12-29 12:38:30.777421,800,heavy,38.7094995028791
302,40.74217209268735,-73.9723172202765,40.73827987644364,-73.91781690534147,2025-01-05 17:39:30.777421,500,normal,37.22801062734036
303,40.75923503285934,-73.90876366543834,40.76595107686408,-73.92037585494587,2025-01-04 22:43:30.777421,800,normal,29.444932689341194
304,40.72106621890057,-73.93770334164365,40.72719460394185,-73.9307641077539,2025-01-17 23:22:30.777421,800,normal,34.7669876661899
305,40.76315602200925,-73.92668869775848,40.72640619846937,-73.90609315205498,2025-01-15 11:45:30.777421,500,heavy,57.34034451568473
306,40.713156768512725,-73.92841750353179,40.76363742815334,-73.96754881998247,2025-01-16 07:38:30.777421,800,heavy,39.92509189441671
307,40.79090325206656,-73.98203168911297,40.72695118622923,-73.98090734149284,2025-01-05 19:41:30.777421,801,normal,24.959034210952172
308,40.72375433249239,-73.90286049059584,40.76946409588937,-73.97812843870021,2024-12-26 04:50:30.777421,801,normal,40.33363015121234
309,40.71809769527095,-73.91456149066305,40.759530326592746,-73.97353649730746,2025-01-14 12:06:30.777421,500,normal,39.491243740939225
310,40.749227785644806,-73.97527689255968,40.766196894479386,-73.91850602714595,2024-12-24 00:51:30.777421,800,light,22.722039717709325
311,40.78707499012725,-73.95546947449974,40.77780252431447,-73.92391486690693,2024-12-24 07:29:30.777421,600,normal,49.07155011077754
312,40.75148173539297,-73.96407666306003,40.71877224056923,-73.99116150530155,2024-12-23 23:00:30.777421,800,light,24.299445225000117
313,40.75929508514349,-73.98364761274149,40.76989488284874,-73.96316527862056,2024-12-31 02:42:30.777421,800,normal,36.59308963109737
314,40.73910815366518,-73.90305876776648,40.74323462264034,-73.99688509072067,2025-01-17 15:33:30.777421,800,normal,20.351098840974867
315,40.72581334327011,-73.93432633354587,40.725957644927504,-73.99663235961255,2024-12-28 01:32:30.777421,801,normal,30.815449684176123
316,40.73251900642247,-73.92265268743134,40.78791857726012,-73.97566033167814,2025-01-06 13:28:30.777421,800,normal,37.99527257739344
317,40.71308736607184,-73.90301789549216,40.7557337169573,-73.99610206793389,2025-01-11 07:51:30.777421,500,heavy,55.13086658912542
318,40.74537895413837,-73.97639495366535,40.76668473913057,-73.96769726542459,2025-01-16 20:14:30.777421,600,normal,58.29455001235656
319,40.707349674733,-73.98302420949125,40.78979191869576,-73.9111881811066,2025-01-15 13:35:30.777421,800,normal,23.89096453418268
320,40.7519773948556,-73.96629968235688,40.732529061836175,-73.90990391043096,2025-01-08 20:43:30.777421,800,normal,35.36098357969244
321,40.78288833658826,-73.95691124763383,40.79961576734988,-73.91745843358761,2024-12-24 05:19:30.777421,801,normal,38.567234328996086
322,40.72487142725876,-73.9382855013396,40.784487134775524,-73.9750991263891,2025-01-19 08:40:30.777421,500,normal,25.909628788026996
323,40.77067772168854,-73.9832958092099,40.757670239885776,-73.99327440860327,2025-01-16 21:33:30.777421,500,normal,34.226986262801496
324,40.71676192162883,-73.99633285730664,40.70949179368217,-73.90011073879667,2025-01-18 06:21:30.777421,800,light,23.57388357922367
325,40.77364020150656,-73.93361954723783,40.73266392494259,-73.92518160879511,2024-12-29 00:05:30.777421,800,light,17.521775884930378
326,40.74746308757498,-73.91558295510309,40.78066650530268,-73.91419767289928,2024-12-26 14:44:30.777421,800,normal,28.626988367397807
327,40.780567015295006,-73.94146456356033,40.79976282974021,-73.97585035147432,2024-12-31 12:43:30.777421,800,normal,34.36591570389303
328,40.78682712805132,-73.97941587899632,40.70403508268597,-73.95888084820055,2025-01-05 09:00:30.777421,800,heavy,39.26353858332682
329,40.711191961939775,-73.9730250388483,40.713008066982894,-73.9977574110838,2025-01-17 16:07:30.777421,801,normal,34.33173235620715
330,40.70570868560893,-73.9468830471999,40.73604268271415,-73.92162617489248,2025-01-04 07:28:30.777421,800,normal,31.24685141363826
331,40.793660569229495,-73.99606564593314,40.75661806912251,-73.96872220107896,2024-12-31 06:39:30.777421,800,normal,29.939282944306168
332,40.71221099140101,-73.95478009717166,40.76543420054927,-73.97679818196912,2025-01-16 13:27:30.777421,500,normal,31.768907855847427
333,40.79338750175279,-73.96838438950233,40.70143814460721,-73.92356466135637,2024-12-24 08:54:30.777421,600,light,39.95288384930339
334,40.75072348086884,-73.99584271409496,40.7623743084864,-73.9237697375499,2025-01-12 02:21:30.777421,800,normal,22.064831192370043
335,40.71483432009621,-73.90133698770413,40.70389380166877,-73.91628803721694,2025-01-21 04:54:30.777421,500,light,28.841223064839276
336,40.7965118696436,-73.99950600190655,40.761952620003626,-73.94366046492874,2025-01-20 19:58:30.777421,800,normal,36.92743170259044
337,40.79518117854232,-73.93608800621845,40.762461404811454,-73.91355667531317,2025-01-01 12:43:30.777421,800,normal,27.763133750793923
338,40.786791829452,-73.95452601443661,40.75869365065589,-73.94190496201118,2025-01-20 16:21:30.777421,800,light,21.090715113990893
339,40.751559602857924,-73.95111534197432,40.79906791570657,-73.92432698329314,2025-01-20 14:04:30.777421,801,normal,36.99033876326458
340,40.76668642575461,-73.98603487452436,40.744229380545114,-73.92926029999671,2024-12-27 20:31:30.777421,800,light,24.653727042348528
341,40.70299735898727,-73.96920700584089,40.73892304716918,-73.97711245375166,2025-01-06 03:40:30.777421,800,normal,33.72723641028466
342,40.770468076273666,-73.9798146547877,40.759685187688774,-73.90718179018862,2025-01-19 17:44:30.777421,800,light,24.15399394278109
343,40.76734324333249,-73.90300879538928,40.79291395200154,-73.96580947218945,2025-01-13 09:02:30.777421,801,normal,19.864391520868516
344,40.709390071578945,-73.93273978817749,40.75276774662217,-73.97883641014302,2024-12-31 05:17:30.777421,800,heavy,50.25939387297989
345,40.74437502193046,-73.91318577456225,40.79956311094988,-73.90188820921321,2024-12-29 21:06:30.777421,800,normal,40.350131912391376
346,40.71771497894474,-73.93073740477739,40.764950892970745,-73.91955859403225,2025-01-09 01:05:30.777421,800,heavy,50.98828704785401
347,40.78381152896481,-73.9055385780526,40.77151001612837,-73.94068417809606,2025-01-08 02:39:30.777421,800,normal,12.305711374651203
348,40.768324802828964,-73.95028252359916,40.70533479969889,-73.95452356574474,2025-01-09 18:06:30.777421,500,light,30.965223420026717
349,40.76178472402012,-73.91310950155213,40.76747863021674,-73.93224683861163,2024-12-27 03:30:30.777421,500,normal,33.199525136549724
350,40.75706097466388,-73.99696129403031,40.73731226184224,-73.9058308013342,2024-12-25 11:18:30.777421,800,heavy,34.41029372471804
351,40.79309486955069,-73.93104732489685,40.71673570322368,-73.94996405537844,2025-01-01 04:29:30.777421,800,normal,30.613660808191366
352,40.76765133857772,-73.97843248476023,40.76908839765508,-73.93028641941082,2024-12-28 10:45:30.777421,800,normal,29.255263525501395
353,40.765888547023266,-73.96061355943459,40.76486389567688,-73.97247117865481,2025-01-21 06:11:30.777421,800,normal,32.543289021399204
354,40.76512329770415,-73.98934069696921,40.715620656868666,-73.93640596731733,2024-12-26 22:45:30.777421,800,normal,30.28290094652727
355,40.7657845304603,-73.90005862742294,40.75993021161394,-73.98206439897108,2024-12-31 09:23:30.777421,600,normal,36.593909198332675
356,40.704821203886056,-73.90228258157788,40.77051391455706,-73.95448280082664,2025-01-10 13:37:30.777421,801,heavy,41.760166319079126
357,40.740690796072286,-73.91292465496628,40.766776059160314,-73.91626329202299,2025-01-08 08:56:30.777421,801,heavy,40.51771911629737
358,40.778238548405824,-73.94329837390134,40.71697284285769,-73.99808551320032,2025-01-02 03:13:30.777421,801,normal,23.55934252790555
359,40.77384492092513,-73.91214844386987,40.77791025863958,-73.93903025748475,2025-01-15 02:47:30.777421,500,heavy,38.878184990787375
360,40.740414032165106,-73.96729668384368,40.76996395696221,-73.91618450250114,2025-01-01 22:31:30.777421,600,light,34.73358798068884
361,40.766759338556355,-73.91921540580587,40.78028109348245,-73.90390798530713,2024-12-31 10:36:30.777421,800,normal,37.118770376536396
362,40.77622851347766,-73.92021863511414,40.75359350788521,-73.95115043673401,2025-01-16 04:11:30.777421,500,light,26.22932601744579
363,40.743558331481296,-73.9182165783825,40.74018871998907,-73.98463089571558,2025-01-12 11:42:30.777421,800,light,20.970276900988843
364,40.71202090553707,-73.94555109020392,40.757260723288205,-73.97229874756741,2025-01-08 13:47:30.777421,800,heavy,33.73099235329022
365,40.70057586604982,-73.96754141700997,40.79213075122129,-73.94168091957229,2025-01-14 13:19:30.777421,600,normal,45.22902371246513
366,40.73664615348714,-73.96038273083907,40.75928401805081,-73.9645075339123,2025-01-14 08:54:30.777421,800,light,28.717037338440505
367,40.769546720668984,-73.96114418987297,40.70519893519777,-73.9968256234627,2025-01-22 11:05:30.777421,800,normal,40.01341383204296
368,40.74486936226225,-73.97624558691257,40.74233351441532,-73.99154346219028,2024-12-27 03:27:30.777421,801,normal,34.56969657196928
369,40.73732517916294,-73.97727303727369,40.76068469555401,-73.91190269943604,2025-01-13 11:39:30.777421,800,normal,30.699968713182173
370,40.70731959237685,-73.93965514066187,40.78829148165187,-73.93409545898677,2025-01-03 11:28:30.777421,800,heavy,38.1956882492252
371,40.7668212798555,-73.93805096539904,40.72112318314729,-73.91370031686412,2024-12-25 13:21:30.777421,801,heavy,43.30043701451922
372,40.746349404380055,-73.96202142198207,40.78860934353132,-73.98033464150471,2025-01-11 17:46:30.777421,500,light,31.820040437043378
373,40.78633336495718,-73.94809182148639,40.77374260857707,-73.97134804510729,2025-01-02 23:09:30.777421,500,light,27.28859840609722
374,40.74791818776297,-73.99743579341936,40.78026403123529,-73.90027621000965,2025-01-06 08:58:30.777421,800,normal,29.18858776416293
375,40.73412478276261,-73.96198043812142,40.70300260053294,-73.9102634134209,2024-12-25 22:41:30.777421,800,normal,29.87326362624788
376,40.73988227808969,-73.94198276307726,40.76226305335987,-73.90266173808352,2025-01-07 19:56:30.777421,801,normal,29.75044539000888
377,40.753360254672685,-73.93920949072066,40.746500951752644,-73.91526120694287,2025-01-07 21:29:30.777421,500,normal,35.55012444553469
378,40.77648832615421,-73.9187014261284,40.70623940685983,-73.96647209499217,2024-12-24 10:26:30.777421,500,light,19.106850581804153
379,40.771812307622646,-73.90444763040452,40.70670165377512,-73.90246568665209,2025-01-15 02:43:30.777421,800,light,26.19534353207385
380,40.70182325826764,-73.98042220143165,40.78169739072718,-73.91474525787541,2024-12-26 16:52:30.777421,800,normal,41.75885919486028
381,40.70075628749782,-73.93525252858454,40.793796523143385,-73.99148965138802,2025-01-03 09:12:30.777421,801,normal,29.963760116603137
382,40.789803054894996,-73.97565177034237,40.73855975925133,-73.9928965110956,2025-01-20 10:04:30.777421,800,normal,31.86918572500835
383,40.79270345447963,-73.99397326097105,40.721079310155005,-73.97706342229624,2024-12-28 17:49:30.777421,500,normal,41.1094579214771
384,40.79344360268055,-73.96483773127603,40.74691072110476,-73.97314378325464,2024-12-29 08:57:30.777421,800,heavy,50.961506909022226
385,40.710142082844925,-73.95141282408137,40.71009781068178,-73.98325089109059,2025-01-20 07:17:30.777421,500,light,27.531256854047136
386,40.72567765677205,-73.9715127098038,40.714727556355214,-73.90269232020877,2025-01-12 22:10:30.777421,801,heavy,32.314457146596865
387,40.73072899649263,-73.91969741021674,40.775929250691846,-73.90322385347305,2025-01-18 16:23:30.777421,500,normal,37.60339170509258
388,40.75391612766752,-73.96886923008441,40.74397404865079,-73.97216315183374,2025-01-04 15:29:30.777421,800,normal,30.643143453272135
389,40.76103337833109,-73.92838493257769,40.77982931972092,-73.96737460819588,2025-01-05 09:07:30.777421,500,normal,33.92600175194398
390,40.72726240007336,-73.95864508984747,40.729938337370534,-73.97674940077921,2025-01-11 01:28:30.777421,600,heavy,61.598122709714424
391,40.712188609333694,-73.98188506504653,40.71296789782242,-73.97435369389832,2025-01-07 12:06:30.777421,800,light,24.574721780070927
392,40.7681117853965,-73.98185616523044,40.73553197484739,-73.93260057918543,2024-12-29 14:21:30.777421,801,normal,34.98969095657118
393,40.7525163383667,-73.92909537382776,40.706256484221946,-73.97894930603347,2025-01-04 18:44:30.777421,500,light,30.335086609151602
394,40.71068769230948,-73.94326877803711,40.78090236402917,-73.98530780764162,2025-01-02 14:48:30.777421,801,normal,31.802728872743796
395,40.72565627837014,-73.90370731247624,40.73426451465225,-73.91353410781419,2025-01-12 10:41:30.777421,500,light,30.644538407932565
396,40.74835456467199,-73.91940074502249,40.71549253111434,-73.99172631643818,2025-01-19 04:15:30.777421,800,heavy,40.00478406207596
397,40.75502265421562,-73.99565874671451,40.748453799508,-73.96975804887215,2025-01-10 20:15:30.777421,800,light,26.568102006141277
398,40.7633151375594,-73.90485966577934,40.75634083644839,-73.91961951095166,2025-01-10 09:46:30.777421,800,light,21.490228658093997
399,40.760161182014635,-73.91808111405733,40.71371484881528,-73.94193009154458,2025-01-15 04:47:30.777421,801,normal,33.4018200568226
400,40.78842064633484,-73.97719202280511,40.750550876038986,-73.98559212139868,2024-12-29 14:18:30.777421,600,normal,32.82196063412078
401,40.721204483990824,-73.9389019011149,40.762399848552896,-73.97263595821393,2024-12-27 22:59:30.777421,500,normal,33.78053718325712
402,40.741102846980674,-73.91601386971334,40.7487834318544,-73.9917727675723,2024-12-24 15:00:30.777421,800,normal,32.837443605649895
403,40.7900023123398,-73.96465786206973,40.74595840572136,-73.96935365319572,2025-01-09 10:54:30.777421,800,light,19.865060533167725
404,40.72368705589745,-73.92194744847562,40.78223812111853,-73.99430212730026,2025-01-16 22:09:30.777421,600,light,34.079397141899506
405,40.72748060355482,-73.91773856814864,40.74186072749183,-73.95415685758685,2024-12-30 05:14:30.777421,800,normal,17.974652250448955
406,40.74237382536488,-73.93324501007086,40.77250060762991,-73.94257124249098,2024-12-24 13:51:30.777421,800,heavy,32.423481240276075
407,40.70955353138347,-73.93761406753235,40.766721233719416,-73.92229507143483,2025-01-13 04:15:30.777421,500,normal,29.361152663316588
408,40.74517676787372,-73.94133915368245,40.786220297365816,-73.96861245032775,2025-01-04 13:26:30.777421,800,normal,30.508755253858194
409,40.71680142077449,-73.92631262550559,40.75380227053639,-73.91598919215609,2024-12-29 05:55:30.777421,800,normal,31.667045061963563
410,40.78627970775432,-73.97832601999093,40.7989451130965,-73.91104806889562,2024-12-27 11:07:30.777421,800,normal,29.719722170299015
411,40.709571455552016,-73.99763614139536,40.73714672626244,-73.98048334827814,2025-01-06 18:06:30.777421,800,normal,28.08703308556311
412,40.764197150044325,-73.93929059639113,40.74893925374066,-73.9258358548164,2024-12-26 03:33:30.777421,801,normal,30.91494038408189
413,40.75466974127141,-73.9768052903884,40.74925690707533,-73.95168191366864,2025-01-02 04:50:30.777421,800,normal,33.58022874520247
414,40.739090599590554,-73.94055236648138,40.783823042108175,-73.96385962209328,2025-01-13 05:25:30.777421,800,heavy,43.48973892818137
415,40.749676685885916,-73.90122144797851,40.78597946748116,-73.95931951990482,2024-12-30 12:52:30.777421,800,normal,28.330272018473188
416,40.71364397525568,-73.93048554459524,40.73282331056784,-73.95460100888003,2025-01-04 14:34:30.777421,600,normal,54.69974621430944
417,40.74043187681043,-73.95718003850745,40.77624469586748,-73.9873997972136,2024-12-29 11:20:30.777421,800,normal,39.749875204980505
418,40.771759776565816,-73.93075638486756,40.719641921587204,-73.9048555174337,2025-01-06 09:21:30.777421,500,light,22.82043623887838
419,40.799125599370214,-73.98716057105459,40.71754916273814,-73.9432272682069,2024-12-24 23:49:30.777421,800,normal,32.612550351052555
420,40.71041096493842,-73.92756611828713,40.75793144666619,-73.95103755379498,2024-12-26 06:16:30.777421,800,heavy,63.62922725380469
421,40.75783869170064,-73.97258393334403,40.76447452485768,-73.97701732742024,2025-01-02 01:14:30.777421,800,light,25.120822164200778
422,40.7079419368989,-73.99143417504035,40.75526622677767,-73.9627826744753,2024-12-28 20:43:30.777421,801,light,26.90794759912282
423,40.789419087466406,-73.98081326752812,40.76616672596292,-73.98587764566268,2025-01-06 02:38:30.777421,801,light,26.154770664468103
424,40.73233715621155,-73.9773343597773,40.75708774168395,-73.98147296446167,2025-01-12 05:22:30.777421,800,normal,32.450907587453706
425,40.73549963058319,-73.99305761572539,40.7278643063115,-73.97812901996764,2024-12-30 09:05:30.777421,500,normal,40.5293949992993
426,40.75190597909083,-73.99323874364077,40.71828377798688,-73.91742890484394,2025-01-02 01:26:30.777421,801,normal,26.153782192069496
